recipe_id,target_ingredient_id,target_ingredient_name,target_canonical_name,candidate_ingredient_id,candidate_ingredient_name,candidate_canonical_name,original_sqe,new_sqe,delta_sqe,accept_or_reject,explanation
1,1,mezcal,mezcal,17,barsol primero quebranta pisco,pisco,0.5771178720022039,0.6017646300562522,0.024646758054048368,accept,替代后整体结构质量提升，SQE 总分增加了 0.0246 平衡度提升 (0.0818) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (pisco vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,12,barsol selecto italia pisco,pisco,0.5771178720022039,0.6017646300562522,0.024646758054048368,accept,替代后整体结构质量提升，SQE 总分增加了 0.0246 平衡度提升 (0.0818) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (pisco vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,1086,barsol supremo moste verde italia pisco,pisco,0.5771178720022039,0.6017646300562522,0.024646758054048368,accept,替代后整体结构质量提升，SQE 总分增加了 0.0246 平衡度提升 (0.0818) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (pisco vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,505,chilled dry white wine,white wine,0.5771178720022039,0.5724416657807022,-0.004676206221501666,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0047) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (white wine vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,750,sparkling wine,sparkling wine,0.5771178720022039,0.5627387342007893,-0.014379137801414532,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0144) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (sparkling wine vs mezcal) 候选原料与目标原料兼容性较低 (0.34)
1,1,mezcal,mezcal,49,champagne,champagne,0.5771178720022039,0.5626822172289876,-0.014435654773216289,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0144) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (champagne vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,503,chilled dry champagne,champagne,0.5771178720022039,0.5626822172289876,-0.014435654773216289,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0144) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (champagne vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,199,applejack,applejack,0.5771178720022039,0.5593753203586623,-0.01774255164354155,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0177) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (applejack vs mezcal) 候选原料与目标原料兼容性较低 (0.34)
1,1,mezcal,mezcal,488,old potrero straight rye whiskey,rye whiskey,0.5771178720022039,0.5552162206967912,-0.02190165130541266,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0219) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (rye whiskey vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
1,1,mezcal,mezcal,527,pear brandy,pear brandy,0.5771178720022039,0.5497291245086335,-0.027388747493570342,accept,替代后整体结构质量基本保持稳定，SQE 总分变化不大 (-0.0274) 平衡度下降 (-0.0633) 候选原料与目标原料角色相同 (base_spirit) 候选原料与目标原料属于不同的 canonical 类别 (pear brandy vs mezcal) 候选原料与目标原料兼容性较低 (0.33)
